descripcion,edad_recomendada,etiquetas_ia,execution_time,fecha,fuente,id,indicador_violencia,is_processed,model_name,nivel_riesgo,rating,sentimiento,titulo,url
"""Cuando se hace la paz, se hace la paz con los que están en guerra, ese es un principio elemental ... si uno conversa con los amigos, bueno, no conversa con nadie”, dijo.",+13,"conflicto mapuche, proceso de paz, Héctor Llaitul, José Bengoa, historiador, diálogo, encarcelamiento",22.9,2025-04-17 23:36:26,Araucanía Diario,27,moderado,True,GEMINI,medio,3.5,neutro,"Historiador José Bengoa: ""no se puede hacer una comisión de paz teniendo preso a Héctor Llaitul""",https://araucaniadiario.cl/default/listar_contenido?p=3
La máxima autoridad regional es la primera en el país en declarar que este sistema de tratamiento de residuos sólidos es lo que se quiere hacer para la región.,todo público,"política, medio ambiente, innovación, gestión de residuos, Chile, gobierno regional",4.65,2025-04-17 23:36:26,Araucanía Diario,28,no,True,GEMINI,bajo,4.2,positivo,"René Saffirio es el primer gobernador regional en comprometerse con ""Basura Cero""",https://araucaniadiario.cl/default/listar_contenido?p=3
"El proceso se realizará este sábado 12 de abril a partir de las 10:00 horas e incluye cupos tanto para niñas y niños que deseen iniciar su formación musical, como para jóvenes con conocimientos previos en instrumentos de cuerda.",todo público,"teatro, temuco, orquesta infantil juvenil, audiciones, música, cultura, formación musical, instrumentos de cuerda",16.78,2025-04-17 23:36:26,Araucanía Diario,29,no,True,GEMINI,bajo,4.2,positivo,Teatro Municipal de Temuco abre audiciones para su Orquesta Infantil Juvenil y su Semillero,https://araucaniadiario.cl/default/listar_contenido?p=3
"$4.700.000 ganaría el gerente interino y $3.500.000 un operador político. Sin embargo, un ""error"" administrativo los dejó sin recursos para las remuneraciones de este año.",+13,"salarios, corrupción, administración pública, finanzas, Chile",1.61,2025-04-17 23:36:26,Araucanía Diario,30,no,True,GEMINI,medio,3.5,negativo,Más de 20 millones de pesos figuran ganando trabajadores de la Corporación de Desarrollo,https://araucaniadiario.cl/default/listar_contenido?p=3
El parlamentario de derecha es acusado por la fiscalía regional de haber ayudado a Rinett Ortiz a que se adjudicara el dinero que después defraudó.,+13,"judicial, política, corrupción, arresto, diputado, Ojeda, prisión preventiva, defraudación",44.04,2025-04-17 23:36:26,Araucanía Diario,31,no,True,GEMINI,medio,3.5,negativo,Corte revoca arresto domiciliario y diputado Ojeda deberá volver a prisión preventiva,https://araucaniadiario.cl/default/listar_contenido?p=3
El cantante nacional se presentará en el escenario del Restobar Lucky Seven en el marco de su nueva gira titulada “Para Empezar”.,todo público,"concierto, música romántica, Andrés de León, Dreams, Restobar Lucky Seven, gira musical, Para Empezar",8.86,2025-04-17 23:36:26,Araucanía Diario,32,no,True,GEMINI,bajo,4.2,positivo,Andrés de León y su música romántica llegan hoy viernes a Dreams,https://araucaniadiario.cl/default/listar_contenido?p=3
"En otra de las aristas del caso ""Convenios"", se investiga la asignación fraudulenta de recursos a particulares relacionados a autoridades o políticos.",+13,"corrupción, fraude, investigación, política, convenios, recursos públicos, fiscalía, gobernador regional",1.92,2025-04-17 23:36:26,Araucanía Diario,33,no,True,GEMINI,alto,4.2,negativo,Gobernador regional cambia cerradura en la Corporación de Desarrollo y entrega evidencias a la fiscalía,https://araucaniadiario.cl/default/listar_contenido?p=3
La petición incluye ampliar el horario de funcionamiento de este medio de transporte y la creación de un plan de emergencia para situaciones de riesgo.,todo público,"política, transporte, senador Huenchumilla, Carahue, balsa de Moncul, horario, plan de emergencia",2.77,2025-04-17 23:36:26,Araucanía Diario,34,no,True,GEMINI,bajo,3.0,neutro,Senador Huenchumilla intercede por recorte horario en balsa de Moncul en Carahue,https://araucaniadiario.cl/default/listar_contenido?p=3
"Las palabras ""F. Fisco"", ""Cohecho"", ""Delito"", ""Encubridor"" y ""Folab"", entre otras, son las que se pueden leer en el elemento sacado ayer de la oficina por la PDI.",+13,"corrupción, delitos, investigación, convenios, pdi, fiscalía, cohecho, encubrimiento",1.86,2025-04-17 23:36:26,Araucanía Diario,35,no,True,GEMINI,alto,4.2,negativo,"Pizarra incautada en la Corporación de Desarrollo habla de delitos del caso ""Convenios""",https://araucaniadiario.cl/default/listar_contenido?p=3
"Acusaron además de haber apuntado con armas de fuego a niños de 5, 9, 12 y 13 años, sin permitir que sus madres o un adulto estuviera con ellos.",+18,"allanamiento, PDI, Quinquén, violencia infantil, denuncia policial",2.76,2025-04-17 23:36:26,Araucanía Diario,36,sí,True,GEMINI,alto,4.2,negativo,Desde Quinquén denuncian violento allanamiento de la PDI,https://araucaniadiario.cl/default/listar_contenido?p=3
"El parlamentario se reunió con los alcaldes de Cholchol, Galvarino, Perquenco y Ercilla, emplazando al Gobierno y autoridades del GORE a gestionar recursos para vehículos municipales.",todo público,"política, ayuda social, La Araucanía, municipios, recursos, gobierno regional, diputado, alcaldes",2.65,2025-04-17 23:36:26,Araucanía Diario,37,no,True,GEMINI,bajo,3.5,neutro,Diputado Becker visita y pide ayuda para comunas con menos recursos de La Araucanía,https://araucaniadiario.cl/default/listar_contenido?p=4
"La encuesta también arrojó resultados de cara a las elecciones presidenciales, senatoriales y para diputados, quedando Evelyn Matthei en primer lugar.",todo público,"política, encuestas, elecciones, diputados, presidenciales, senatoriales, Evelyn Matthei, Miguel Mellado",4.77,2025-04-17 23:36:26,Araucanía Diario,38,no,True,GEMINI,bajo,3.0,neutro,Miguel Mellado es uno de los diputados mejores evaluados según encuesta Terrae,https://araucaniadiario.cl/default/listar_contenido?p=4
El Gobierno suspendió las quemas agrícolas en el periodo habilitado para quemar en el mes de marzo y desde el 1 de abril el PDA no permite hacerlo.,todo público,"agricultura, Temuco, Padre Las Casas, quemas agrícolas, restricciones, gobierno, agricultores, parceleros, producción agrícola",16.83,2025-04-17 23:36:26,Araucanía Diario,39,no,True,GEMINI,medio,3.5,negativo,Pequeños agricultores y parceleros de Temuco y Padre Las Casas no podrán sembrar este año,https://araucaniadiario.cl/default/listar_contenido?p=4
"Aparecen marcando también por primera vez Daniel Sandoval, Marcelo Carrasco y otros precandidatos al Parlamento, según la encuesta de Terrae Consultores.",todo público,"política, elecciones, diputado, encuestas, liderazgo",22.57,2025-04-17 23:36:26,Araucanía Diario,40,no,True,GEMINI,bajo,3.5,neutro,Exdelegado José Montalva lidera las preferencias para diputado en la capital regional,https://araucaniadiario.cl/default/listar_contenido?p=4
"Alexis Paillal se mantiene detenido mientras se realizan los peritajes al cuerpo de su hermano, ya que se evidenció la acción de terceras personas en su muerte.",+18,"crimen, incendio, homicidio, violencia doméstica, investigación policial",1.76,2025-04-17 23:36:26,Araucanía Diario,41,sí,True,GEMINI,alto,4.2,negativo,Hombre acusado de quemar casa de su excónyuge podría haber asesinado a su hermano también,https://araucaniadiario.cl/default/listar_contenido?p=4
"Los ediles fueron los mejor evaluados por los vecinos de Temuco, según la encuesta de Terrae Consultores. Les siguen Bruno Hauestein y Claudia Peñailillo.",todo público,"política, municipalidad, Temuco, encuesta, evaluación, alcalde, concejales",1.62,2025-04-17 23:36:26,Araucanía Diario,42,no,True,GEMINI,bajo,3.5,positivo,Alcalde Roberto Neira y concejales Micaela Becker y Mario Jorquera lideran evaluación municipal,https://araucaniadiario.cl/default/listar_contenido?p=4
La encuesta Terrae Consultores midió la intención de voto presidencial en la capital regional y evaluó preferencias en parlamentarios e imagen municipal.,todo público,"política, elecciones, encuestas, Chile, Temuco, Mayne-Nicholls, Matthei, intención de voto, parlamentarios, imagen municipal",2.72,2025-04-17 23:36:26,Araucanía Diario,43,no,True,GEMINI,bajo,3.5,neutro,Harold Mayne-Nicholls pasa a Kaiser en Temuco y queda segundo luego de Evelyn Matthei,https://araucaniadiario.cl/default/listar_contenido?p=4
"Los pequeños agricultores y comunidades mapuche no han podido quemar sus rastrojos para luego sembrar, debido al atraso de las autorizaciones de Conaf y el inicio del PDA.",todo público,"agricultura, Temuco, Padre Las Casas, Conaf, autorizaciones, comunidades mapuche, rastrojos, siembra",1.68,2025-04-17 23:36:26,Araucanía Diario,44,no,True,GEMINI,medio,3.5,negativo,Más de 4 mil parceleros de Temuco y Padre Las Casas podrían quedar sin sembrar,https://araucaniadiario.cl/default/listar_contenido?p=4
"Mientras que una familiar la acusó de estafar a su tío, desde la iglesia evangélica en que participaba denunciaron que se quedó con la propiedad de un templo.",+13,"corrupción, prostitución, estafa, iglesia, denuncia, funcionaria judicial",16.65,2025-04-17 23:36:26,Araucanía Diario,45,no,True,GEMINI,medio,4.2,negativo,Aparecen más denuncias contra funcionaria judicial acusada de prostitución,https://araucaniadiario.cl/default/listar_contenido?p=4
"La situación golpeará fuertemente al Municipio, pero un decreto firmado por el Presidente Boric les permitirá cerrar anticipadamente, sin pagar la ""multa"" de $14.131 millones que corresponde.",todo público,"casino, Enjoy, Pucón, retiro, garantía, municipio, decreto, Boric, cierre anticipado, multa, economía local",1.82,2025-04-17 23:36:26,Araucanía Diario,46,no,True,GEMINI,medio,3.5,negativo,"Casino Enjoy se retira de Pucón sin tener que pagar ""garantía""",https://araucaniadiario.cl/default/listar_contenido?p=4
"La mujer trabaja en un juzgado de familia de La Araucanía y también fue acusada de estafar adultos mayores junto a su pareja, con quien publicaría material pornográfico.",+18,"prostitución, funcionaria judicial, suspensión, estafa, adultos mayores, material pornográfico, La Araucanía, juzgado de familia",16.79,2025-04-17 23:36:26,Araucanía Diario,47,no,True,GEMINI,medio,3.5,negativo,Suspenden a funcionaria judicial denunciada de ejercer la prostitución,https://araucaniadiario.cl/default/listar_contenido?p=4
"La exitosa iniciativa busca difundir la cultura del autocuidado, las terapias complementarias y los estilos de vida saludables, para que se complementen con la medicina convencional.",todo público,"salud holística, adultos mayores, Lonquimay, autocuidado, terapias complementarias, estilos de vida saludables, medicina convencional",22.72,2025-04-17 23:36:26,Araucanía Diario,48,no,True,GEMINI,bajo,4.5,positivo,Novedoso programa de Salud Holística del GORE ayuda a los adultos mayores de Lonquimay,https://araucaniadiario.cl/default/listar_contenido?p=4
La Fiscalía Judicial se encuentra investigando los hechos denunciados e informados en exclusiva por AraucaniaDiario. La mujer trabaja en un tribunal de la región y junto a su pareja además habrían estafado a adultos mayores.,+13,"investigación judicial, prostitución, estafa, adultos mayores, funcionaria pública, Corte de Apelaciones, Fiscalía Judicial",38.04,2025-04-17 23:36:26,Araucanía Diario,49,no,True,GEMINI,medio,3.5,negativo,Corte de Apelaciones abre investigación por funcionaria de un juzgado que ejercería la prostitución,https://araucaniadiario.cl/default/listar_contenido?p=5
"La mujer y su pareja difundían fotografías y videos íntimos, incluso manteniendo relaciones sexuales, material distribuido a través de X (Twitter) y de Arsmate. Se les denunció además de estafar adultos mayores.",+18,"prostitución, funcionaria judicial, denuncia, redes sociales, estafa, adultos mayores, contenido íntimo",16.88,2025-04-17 23:36:26,Araucanía Diario,50,moderado,True,GEMINI,alto,4.5,negativo,Denuncian a funcionaria judicial de ejercer la prostitución,https://araucaniadiario.cl/default/listar_contenido?p=5
Sigrid Alegría se sumó a la petición. “Necesito pedir un favor para una amiga con la…,todo público,"salud, actriz, donación de sangre, hospital, Temuco, Sigrid Alegría, UCI",1.66,2025-04-17 23:36:26,El Periódico,51,no,True,GEMINI,bajo,3.5,neutro,Actores piden donantes de sangre para reconocida actriz internada en la UCI del Hospital Hernán Henríquez de Temuco,https://www.elperiodico.cl/category/temuco/page/1
"Esta alianza busca reducir las brechas educacionales, ampliar la cobertura y mejorar el acceso a oportunidades…",todo público,"educación, convenio, universidad, alianza, acceso, oportunidades, Araucanía, Temuco",4.62,2025-04-17 23:36:26,El Periódico,52,no,True,GEMINI,bajo,4.2,positivo,Preu Araucanía firma inédito convenio con Universidad Santo Tomás de Temuco,https://www.elperiodico.cl/category/temuco/page/1
"Pese a los esfuerzos y planes de erradicación impulsados por la Organización Mundial de la Salud,…",todo público,"salud, enfermedad infecciosa, tuberculosis, Temuco, hospital, OMS",2.64,2025-04-17 23:36:26,El Periódico,53,no,True,GEMINI,medio,3.5,neutro,Hospital Hernán Henríquez de Temuco detectó 24 casos de tuberculosis en 2024 y llama a estar atentos a los síntomas,https://www.elperiodico.cl/category/temuco/page/1
El proceso se realizará este sábado 12 de abril e incluye cupos tanto para niñas y…,todo público,"teatro, Temuco, orquesta infantil juvenil, audiciones, música",9.43,2025-04-17 23:36:26,El Periódico,54,no,True,GEMINI,bajo,4.2,positivo,El Teatro Municipal de Temuco abre audiciones para su Orquesta Infantil Juvenil y su Semillero,https://www.elperiodico.cl/category/temuco/page/1
"La actividad fue encabezada por Álvaro Chávez, profesional de la Unidad de Calidad del Aire del…",todo público,"calidad del aire, contaminación atmosférica, educación ambiental, Universidad Santo Tomás, Temuco, Plan de Descontaminación Atmosférica, Vigilantes Ambientales",1.77,2025-04-17 23:36:26,El Periódico,55,no,True,GEMINI,bajo,3.5,neutro,Programa Vigilantes Ambientales: Estudiantes de Universidad Santo Tomás Temuco se actualizan en calidad del aire y Plan de Descontaminación Atmosférica,https://www.elperiodico.cl/category/temuco/page/1
"La jornada se enmarcó en la conmemoración del Día de la Terapia Ocupacional en Chile, siendo…",todo público,"parkinson, terapia ocupacional, salud, educación, UST Temuco, conmemoración, enfermedad, estudiantes",25.87,2025-04-17 23:36:26,El Periódico,56,no,True,GEMINI,bajo,3.5,positivo,Estudiantes de UST Temuco vivieron jornada junto a persona diagnosticada con párkinson a los 35 años y autor de “Cuando pase el temblor”,https://www.elperiodico.cl/category/temuco/page/1
"A lo largo de sus 137 años, el liceo ha transitado por diversas etapas, pasando de…",todo público,"educación, Liceo Pablo Neruda, Temuco, aniversario, historia, educación pública",2.71,2025-04-17 23:36:26,El Periódico,57,no,True,GEMINI,bajo,4.0,positivo,El Liceo Pablo Neruda de Temuco celebra 137 años de historia y compromiso con la educación pública,https://www.elperiodico.cl/category/temuco/page/1
Desde el municipio se dijo que actualmente se preparan los antecedentes técnicos para el ingreso del…,todo público,"licitación, construcción, centro de esterilización, mascotas, Temuco, municipio",1.63,2025-04-17 23:36:26,El Periódico,58,no,True,GEMINI,bajo,3.5,neutro,A fines de este mes ingresará a licitación construcción de nuevo centro de esterilización de mascotas en Fundo El Carmen en Temuco,https://www.elperiodico.cl/category/temuco/page/1
Se trató de la conferencia de la Asociación Europea de Tratamiento de Heridas en Barcelona. La…,todo público,"investigación, salud, cicatrización, miel de ulmo, congreso internacional, universidad Santo Tomás, Temuco, heridas, tratamiento",1.81,2025-04-17 23:36:26,El Periódico,59,no,True,GEMINI,bajo,4.2,positivo,Académica de la Universidad Santo Tomás Temuco presentó investigación sobre cicatrización con miel de ulmo en congreso internacional de heridas,https://www.elperiodico.cl/category/temuco/page/1
"Con la cancelación unilateral de dos espectáculos -primero el del comediante Don Carter, programado para el…",+13,"censura, cancelación, libertad de expresión, comedia, UCT, Temuco",16.68,2025-04-17 23:36:26,El Periódico,60,no,True,GEMINI,medio,4.2,negativo,Inquisición del Siglo XXI: Temuco retrocede bajo el yugo del gran canciller de la UCT y ahora cancela show de Paloma Salas,https://www.elperiodico.cl/category/temuco/page/1
"Este último tiempo han surgido prácticas como la adulteración de kilometraje, especialmente en ciudades como Temuco,…",todo público,"automóviles usados, Temuco, adulteración de kilometraje, historial del vehículo, fraude",8.67,2025-04-17 23:36:26,El Periódico,61,no,True,GEMINI,medio,3.5,negativo,Antes de comprar un auto usado en Temuco: Recomiendan verificar el historial del vehículo,https://www.elperiodico.cl/category/temuco/page/2
"El primer concierto de la Temporada 2025 traerá el virtuosismo del Concierto para piano de Brahms,…",todo público,"concierto, música clásica, orquesta filarmónica, temporada 2025, pianista, Svetlana Kotova, Brahms, Temuco",8.87,2025-04-17 23:36:26,El Periódico,62,no,True,GEMINI,bajo,4.5,positivo,Concierto ‘Ecos Románticos’: Temporada 2025 de la Orquesta Filarmónica de Temuco inicia con la pianista Svetlana Kotova como solista invitada,https://www.elperiodico.cl/category/temuco/page/2
